date,title,translated_title,file,link
27.06.2015,Birlik Vakfı İftar Programı,Unity Foundation Iftar Program,PresSpeech962.txt,https://www.tccb.gov.tr/konusmalar/353/32964/birlik-vakfi-iftar-programi
26.06.2015,Türk Kızılayı'nın Madalya Töreni ve İftar Programı,Turkish Red Crescent's Medal Ceremony and Iftar Program,PresSpeech963.txt,https://www.tccb.gov.tr/konusmalar/353/32963/turk-kizilayinin-madalya-toreni-ve-iftar-programi
25.06.2015,ASKON İftar Programı,ASKON Iftar Program,PresSpeech964.txt,https://www.tccb.gov.tr/konusmalar/353/32962/askon-iftar-programi
24.06.2015,Muhtarlarla İftar Programı’nda (Yedinci Muhtarlar Toplantısı) Yaptıkları Konuşma,Speech with Mukhtars at the Iftar Program (Seventh Mukhtars Meeting),PresSpeech965.txt,https://www.tccb.gov.tr/konusmalar/353/32961/muhtarlarla-iftar-programinda-yedinci-muhtarlar-toplantisi-yaptiklari-konusma
21.06.2015,Türkiye İhracatçılar Meclisi 22. Olağan Genel Kurulu'nda Yaptıkları Konuşma,Speech at the 22nd Ordinary General Assembly of the Turkish Exporters Assembly,PresSpeech966.txt,https://www.tccb.gov.tr/konusmalar/353/32786/turkiye-ihracatcilar-meclisi-22-olagan-genel-kurulunda-yaptiklari-konusma
20.06.2015,Midyat Geçici Barınma Merkezi'nde İftar Yemeğinde Yaptıkları Konuşma,Speech at the Iftar Dinner in Midyat Temporary Accommodation Center,PresSpeech967.txt,https://www.tccb.gov.tr/konusmalar/353/32785/midyat-gecici-barinma-merkezinde-iftar-yemeginde-yaptiklari-konusma
18.06.2015,Şehit Yakınları ve Gaziler İftar Program'nda Yaptıkları Konuşma,Relatives of Martyrs and Veterans Speech at the Iftar Program,PresSpeech968.txt,https://www.tccb.gov.tr/konusmalar/353/32760/sehit-yakinlari-ve-gaziler-iftar-programnda-yaptiklari-konusma
11.06.2015,4. Uluslararası Öğrenciler Mezuniyet Töreninde Yaptıkları Konuşma,4. International Students' Speech at the Graduation Ceremony,PresSpeech969.txt,https://www.tccb.gov.tr/konusmalar/353/32673/4-uluslararasi-ogrenciler-mezuniyet-toreninde-yaptiklari-konusma
04.06.2015,Sivas’ta Halka Hitapları,Public Addresses in Sivas,PresSpeech970.txt,https://www.tccb.gov.tr/konusmalar/353/32659/sivasta-halka-hitaplari
30.05.2015,İstanbul'un Fethi'nin 562. Yıl Dönümü Kutlamalarında Yaptıkları Konuşma,Speech at the Celebrations of the 562nd Anniversary of the Conquest of Istanbul,PresSpeech971.txt,https://www.tccb.gov.tr/konusmalar/353/32584/istanbulun-fethinin-562-yil-donumu-kutlamalarinda-yaptiklari-konusma
25.05.2015,Dünya Enerji Düzenleme Forumunda Yaptıkları Konuşma,Speech at the World Forum on Energy Regulation,PresSpeech972.txt,https://www.tccb.gov.tr/konusmalar/353/32657/dunya-enerji-duzenleme-forumunda-yaptiklari-konusma
21.05.2015,TUSAŞ Uzay Sistemleri Entegrasyon ve Test Merkezi Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Opening Ceremony of TAI Space Systems Integration and Test Center,PresSpeech973.txt,https://www.tccb.gov.tr/konusmalar/353/32233/tusas-uzay-sistemleri-entegrasyon-ve-test-merkezi-acilis-toreninde-yaptiklari-konusma
19.05.2015,19 Mayıs Atatürk’ü Anma Gençik Ve Spor Bayramı Münasebetiyle Gençleri Kabulünde Yaptıkları Konuşma,"The Speech of the Young People on the occasion of the 19 May Commemoration of Atatürk, Youth and Sports Day",PresSpeech974.txt,https://www.tccb.gov.tr/konusmalar/353/32661/19-mayis-ataturku-anma-gencik-ve-spor-bayrami-munasebetiyle-gencleri-kabulunde-yaptiklari-konusma
16.05.2015,8. Uluslararası Öğrenci Buluşması’nda Yaptıkları Konuşma,Speech at the 8th International Student Meeting,PresSpeech975.txt,https://www.tccb.gov.tr/konusmalar/353/32660/8-uluslararasi-ogrenci-bulusmasinda-yaptiklari-konusma
14.05.2015,Van’da Toplu Açılış Töreninde Yaptıkları Konuşma,Speech Delivered at the Collective Opening Ceremony in Van,PresSpeech976.txt,https://www.tccb.gov.tr/konusmalar/353/32662/vanda-toplu-acilis-toreninde-yaptiklari-konusma
11.05.2015,Rize Toplu Açılış Töreni'nde Yaptıkları Konuşma,Speech Delivered at the Rize Mass Opening Ceremony,PresSpeech977.txt,https://www.tccb.gov.tr/konusmalar/353/32132/rize-toplu-acilis-toreninde-yaptiklari-konusma
10.05.2015,Almanya “Karlsruhe Buluşması”nda Yaptıkları Konuşma,"Speech at the ""Karlsruhe Meeting"" in Germany",PresSpeech978.txt,https://www.tccb.gov.tr/konusmalar/353/32131/almanya-karlsruhe-bulusmasinda-yaptiklari-konusma
09.05.2015,İzmir’de Toplu Açılış Töreninde Halka Hitaben Yaptıkları Konuşma,Speech to the Public at the Mass Opening Ceremony in Izmir,PresSpeech979.txt,https://www.tccb.gov.tr/konusmalar/353/32130/izmirde-toplu-acilis-toreninde-halka-hitaben-yaptiklari-konusma
08.05.2015,B-20 Türkiye İş Dünyası Liderleri Forumu Çalıştayı’nda Yaptıkları Konuşma,Speech at the B-20 Turkey Business Leaders Forum Workshop,PresSpeech980.txt,https://www.tccb.gov.tr/konusmalar/353/32129/b-20-turkiye-is-dunyasi-liderleri-forumu-calistayinda-yaptiklari-konusma
08.05.2015,Türkiye Ziraat Odaları Birliği 26. Olağan Genel Kurulunda Yaptıkları Konuşma,Speech at the 26th Ordinary General Assembly of the Union of Chambers of Agriculture of Turkey,PresSpeech981.txt,https://www.tccb.gov.tr/konusmalar/353/32128/turkiye-ziraat-odalari-birligi-26-olagan-genel-kurulunda-yaptiklari-konusma
05.05.2015,Tekirdağ Toplu Açılış Töreni'nde Yaptıkları Konuşma,Speech at the Tekirdağ Collective Opening Ceremony,PresSpeech982.txt,https://www.tccb.gov.tr/konusmalar/353/32127/tekirdag-toplu-acilis-toreninde-yaptiklari-konusma
05.05.2015,12. IDEF Uluslararası Savunma Sanayi Fuarı'nda Yaptıkları Konuşma,Speech at the 12th IDEF International Defense Industry Fair,PresSpeech983.txt,https://www.tccb.gov.tr/konusmalar/353/32126/12-idef-uluslararasi-savunma-sanayi-fuarinda-yaptiklari-konusma
02.05.2015,Diyarbakır Toplu Açılış Töreninde Yaptıkları Konuşma,Speech Delivered at the Diyarbakır Collective Opening Ceremony,PresSpeech984.txt,https://www.tccb.gov.tr/konusmalar/353/32125/diyarbakir-toplu-acilis-toreninde-yaptiklari-konusma
02.05.2015,Batman Toplu Açılış Töreninde Yaptıkları Konuşma,Speech at the Batman Mass Opening Ceremony,PresSpeech985.txt,https://www.tccb.gov.tr/konusmalar/353/32124/batman-toplu-acilis-toreninde-yaptiklari-konusma
29.04.2015,Türkiye Tarım ve Kırsal Kalkınma Hamlesi Proje Uygulamaları Tanıtım Programında Yaptıkları Konuşma,Speech at the Turkey Agriculture and Rural Development Initiative Project Applications Promotion Program,PresSpeech986.txt,https://www.tccb.gov.tr/konusmalar/353/32123/turkiye-tarim-ve-kirsal-kalkinma-hamlesi-proje-uygulamalari-tanitim-programinda-yaptiklari-konusma
25.04.2015,MÜSİAD 23. Genel Kurulu'nda Yaptıkları Konuşma,Speech at the 23rd General Assembly of MUSIAD,PresSpeech987.txt,https://www.tccb.gov.tr/konusmalar/353/32122/musiad-23-genel-kurulunda-yaptiklari-konusma
23.04.2015,Çanakkale 100. Yıl Barış Zirvesi'nde Yaptıkları Konuşma,Speech Delivered at the Çanakkale 100th Anniversary Peace Summit,PresSpeech988.txt,https://www.tccb.gov.tr/konusmalar/353/32664/canakkale-100-yil-baris-zirvesinde-yaptiklari-konusma
23.04.2015,23 Nisan Ulusal Egemenlik ve Çocuk Bayramı Dolayısıyla Çocukları Kabulünde Yaptıkları Konuşma,Their Speech at the Admission of Children for the April 23 National Sovereignty and Children's Day,PresSpeech989.txt,https://www.tccb.gov.tr/konusmalar/353/31972/23-nisan-ulusal-egemenlik-ve-cocuk-bayrami-dolayisiyla-cocuklari-kabulunde-yaptiklari-konusma
22.04.2015,Irak Cumhurbaşkanı Fuad Masum ile Birlikte Ortak Basın Toplantısında Yaptıkları Konuşma,Speech at the Joint Press Conference with Iraqi President Fuad Masum,PresSpeech990.txt,https://www.tccb.gov.tr/konusmalar/353/32663/irak-cumhurbaskani-fuad-masum-ile-birlikte-ortak-basin-toplantisinda-yaptiklari-konusma
21.04.2015,Uluslararası 23 Nisan Çocuk Şenliği’ne Katılan Çocukları Kabulünde Yaptığı Konuşma,Speech at the reception of the children participating in the International April 23 Children's Festival,PresSpeech991.txt,https://www.tccb.gov.tr/konusmalar/353/31971/uluslararasi-23-nisan-cocuk-senligine-katilan-cocuklari-kabulunde-yaptigi-konusma
21.04.2015,Türk Telekom'un 175. Kuruluş Yıl Dönümü Dolayısıyla Düzenlenen Törende Yaptıkları Konuşma,Speech at the Ceremony Held for the 175th Anniversary of Türk Telekom,PresSpeech992.txt,https://www.tccb.gov.tr/konusmalar/353/31970/turk-telekomun-175-kurulus-yil-donumu-dolayisiyla-duzenlenen-torende-yaptiklari-konusma
19.04.2015,Levent-Rumeli Hisarüstü Metro Hattı Açılış Töreninde Yaptıkları Konuşma,Speech at the Levent-Rumeli Hisarüstü Metro Line Opening Ceremony,PresSpeech993.txt,https://www.tccb.gov.tr/konusmalar/353/31831/levent-rumeli-hisarustu-metro-hatti-acilis-toreninde-yaptiklari-konusma
18.04.2015,Siyer-i Nebi Yarışması Ödül Töreni’nde Yaptıkları Konuşma,Speech at the Siyer-i Nebi Contest Award Ceremony,PresSpeech994.txt,https://www.tccb.gov.tr/konusmalar/353/31830/siyer-i-nebi-yarismasi-odul-toreninde-yaptiklari-konusma
18.04.2015,Kocaeli’nde Toplu Açılış Töreninde Yaptıkları Konuşma,Speech Delivered at the Collective Opening Ceremony in Kocaeli,PresSpeech995.txt,https://www.tccb.gov.tr/konusmalar/353/31829/kocaelinde-toplu-acilis-toreninde-yaptiklari-konusma
18.04.2015,51.Cumhurbaşkanlığı Türkiye Bisiklet Turu Tanıtım Etkinliğinde Yaptıkları Konuşma,Speech at the 51st Presidential Cycling Tour of Turkey Promotion Event,PresSpeech996.txt,https://www.tccb.gov.tr/konusmalar/353/31951/51cumhurbaskanligi-turkiye-bisiklet-turu-tanitim-etkinliginde-yaptiklari-konusma
17.04.2015,Hoca Ahmet Yesevi Uluslararası Türk-Kazak Üniversitesi Tarafından  Fahri Profesörlük Tevdii Töreni’nde Yaptıkları Konuşma,Speech by Hoca Ahmet Yesevi International Turkish-Kazakh University at the Honorary Professorship Ceremony,PresSpeech997.txt,https://www.tccb.gov.tr/konusmalar/353/31950/hoca-ahmet-yesevi-uluslararasi-turk-kazak-universitesi-tarafindan-fahri-profesorluk-tevdii-toreninde-yaptiklari-konusma
16.04.2015,Kazakistan Cumhurbaşkanı Nazarbayev ile Ortak Basın Toplantısında Yaptığı Konuşma,Speech at the Joint Press Conference with President of Kazakhstan Nazarbayev,PresSpeech998.txt,https://www.tccb.gov.tr/konusmalar/353/32666/kazakistan-cumhurbaskani-nazarbayev-ile-ortak-basin-toplantisinda-yaptigi-konusma
16.04.2015,Türkiye-Kazakistan İş Forumu’nda Yaptıkları Konuşma,Speech at the Turkey-Kazakhstan Business Forum,PresSpeech999.txt,https://www.tccb.gov.tr/konusmalar/353/32665/turkiye-kazakistan-is-forumunda-yaptiklari-konusma
14.04.2015,Türkiye İhracatçılar Meclisi Üyelerini Kabulde Yaptıkları Konuşma,Speech of the Members of the Turkish Exporters Assembly at the Acceptance,PresSpeech1000.txt,https://www.tccb.gov.tr/konusmalar/353/31828/turkiye-ihracatcilar-meclisi-uyelerini-kabulde-yaptiklari-konusma
12.04.2015,'Hz. Peygamber ve Birlikte Yaşama Ahlakı' Temalı Kutlu Doğum Programı'nda Yaptıkları Konuşma,'Hz. The Speech of the Prophet and the Ethics of Living Together at the 'Happy Birthday Programme',PresSpeech1001.txt,https://www.tccb.gov.tr/konusmalar/353/30144/hz-peygamber-ve-birlikte-yasama-ahlaki-temali-kutlu-dogum-programinda-yaptiklari-konusma
11.04.2015,Sakarya Toplu Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Sakarya Collective Opening Ceremony,PresSpeech1002.txt,https://www.tccb.gov.tr/konusmalar/353/30145/sakarya-toplu-acilis-toreninde-yaptiklari-konusma
10.04.2015,Polis Haftası Münasebetiyle 81 İlde Görev Yapan 400 Polis Memurunu Kabulde Yaptıkları Konuşma,Speech of 400 Police Officers Working in 81 Provinces on the Celebration of Police Week,PresSpeech1003.txt,https://www.tccb.gov.tr/konusmalar/353/30130/polis-haftasi-munasebetiyle-81-ilde-gorev-yapan-400-polis-memurunu-kabulde-yaptiklari-konusma
09.04.2015,4. Türk Patent Ödülleri Töreni’nde Yaptıkları Konuşma,Speech at the 4th Turkish Patent Awards Ceremony,PresSpeech1004.txt,https://www.tccb.gov.tr/konusmalar/353/30101/4-turk-patent-odulleri-toreninde-yaptiklari-konusma
08.04.2015,Altıncı Muhtarlar Toplantısı'nda Yaptıkları Konuşma,Speech Delivered at the Sixth Headmen's Meeting,PresSpeech1005.txt,https://www.tccb.gov.tr/konusmalar/353/30100/altinci-muhtarlar-toplantisinda-yaptiklari-konusma
07.04.2015,İran Cumhurbaşkanı Ruhani ile Ortak Basın Toplantısında Yaptığı Konuşma,Speech at the Joint Press Conference with President Rouhani of Iran,PresSpeech1006.txt,https://www.tccb.gov.tr/konusmalar/353/30099/iran-cumhurbaskani-ruhani-ile-ortak-basin-toplantisinda-yaptigi-konusma
01.04.2015,Romanya-Türkiye İş Forumunda Yaptıkları Konuşma,Speech at the Romanian-Turkey Business Forum,PresSpeech1007.txt,https://www.tccb.gov.tr/konusmalar/353/30060/romanya-turkiye-is-forumunda-yaptiklari-konusma
01.04.2015,Romanya Cumhurbaşkanı Iohannis ile Düzenledikleri Ortak Basın Toplantısında Yaptıkları Konuşma,Speech at the Joint Press Conference with Romanian President Iohannis,PresSpeech1008.txt,https://www.tccb.gov.tr/konusmalar/353/30059/romanya-cumhurbaskani-iohannis-ile-duzenledikleri-ortak-basin-toplantisinda-yaptiklari-konusma
31.03.2015,Türkiye-Slovakya İş Forumunda Yaptıkları Konuşma,Speech at the Turkey-Slovakia Business Forum,PresSpeech1009.txt,https://www.tccb.gov.tr/konusmalar/353/30058/turkiye-slovakya-is-forumunda-yaptiklari-konusma
31.03.2015,Slovakya Cumhurbaşkanı Kiska ile Ortak Basın Toplantısında Yaptığı Konuşma,Speech at the Joint Press Conference with President of Slovakia Kiska,PresSpeech1010.txt,https://www.tccb.gov.tr/konusmalar/353/30057/slovakya-cumhurbaskani-kiska-ile-ortak-basin-toplantisinda-yaptigi-konusma
30.03.2015,Slovenya Cumhurbaşkanı Pahor ile Ortak Basın Toplantısında Yaptıkları Konuşma,Speech at the Joint Press Conference with the President of Slovenia Pahor,PresSpeech1011.txt,https://www.tccb.gov.tr/konusmalar/353/30056/slovenya-cumhurbaskani-pahor-ile-ortak-basin-toplantisinda-yaptiklari-konusma
30.03.2015,Slovenya-Türkiye İş Forumu’nda Yaptıkları Konuşma,Speech at the Slovenia-Turkey Business Forum,PresSpeech1012.txt,https://www.tccb.gov.tr/konusmalar/353/30055/slovenya-turkiye-is-forumunda-yaptiklari-konusma
29.03.2015,Tokatlılar Buluşmasında Yaptıkları Konuşma,Their Speech at the Gathering of Tokat,PresSpeech1013.txt,https://www.tccb.gov.tr/konusmalar/353/30054/tokatlilar-bulusmasinda-yaptiklari-konusma
27.03.2015,Karabük”te Toplu Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Mass Opening Ceremony in Karabük,PresSpeech1014.txt,https://www.tccb.gov.tr/konusmalar/353/30053/karabukte-toplu-acilis-toreninde-yaptiklari-konusma
25.03.2015,"""Pazarcı Esnaf Buluşması""nda Yaptıkları Konuşma","Their Speech at the ""Meeting of Marketers and Craftsmen""",PresSpeech1015.txt,https://www.tccb.gov.tr/konusmalar/353/29897/pazarci-esnaf-bulusmasinda-yaptiklari-konusma
23.03.2015,Türk Kızılay’ı Olağanüstü Genel Kurulu’nda Yaptıkları Konuşma,Speech at the Extraordinary General Assembly of the Turkish Red Crescent,PresSpeech1016.txt,https://www.tccb.gov.tr/konusmalar/353/29896/turk-kizilayi-olaganustu-genel-kurulunda-yaptiklari-konusma
23.03.2015,Beşinci Muhtarlar Toplantısı'nda Yaptıkları Konuşma,Speech Delivered at the Fifth Headmen's Meeting,PresSpeech1017.txt,https://www.tccb.gov.tr/konusmalar/353/29895/besinci-muhtarlar-toplantisinda-yaptiklari-konusma
21.03.2015,Denizli'de STK'larla Toplantıda Yaptıkları Konuşma,Speech Given at the Meeting with NGOs in Denizli,PresSpeech1018.txt,https://www.tccb.gov.tr/konusmalar/353/29894/denizlide-stklarla-toplantida-yaptiklari-konusma
21.03.2015,Denizli Toplu Açılış Töreninde Yaptıkları Konuşma,Speech at the Denizli Collective Opening Ceremony,PresSpeech1019.txt,https://www.tccb.gov.tr/konusmalar/353/29893/denizli-toplu-acilis-toreninde-yaptiklari-konusma
20.03.2015,Ukrayna Devlet Başkanı Petro Poroşenko ile Ortak Basın Toplantısında Yaptıkları Konuşma,Speech at Joint Press Conference with President of Ukraine Petro Poroshenko,PresSpeech1020.txt,https://www.tccb.gov.tr/konusmalar/353/29892/ukrayna-devlet-baskani-petro-porosenko-ile-ortak-basin-toplantisinda-yaptiklari-konusma
19.03.2015,“Çanakkale Ruhu ve Gençlik” Konulu Kompozisyon Yarışması Ödül Töreninde Yaptıkları Konuşma,Speech at the Composition Contest Award Ceremony on “The Spirit of Çanakkale and Youth”,PresSpeech1021.txt,https://www.tccb.gov.tr/konusmalar/353/29891/canakkale-ruhu-ve-genclik-konulu-kompozisyon-yarismasi-odul-toreninde-yaptiklari-konusma
19.03.2015,Harp Akademileri Komutanlığı’nı Ziyaretleri Vesilesiyle Yaptıkları Konuşma,Speech by the Military Academies Command on the Occasion of their Visit,PresSpeech1022.txt,https://www.tccb.gov.tr/konusmalar/353/29807/harp-akademileri-komutanligini-ziyaretleri-vesilesiyle-yaptiklari-konusma
19.03.2015,“100. Yılında Dünya Savaşının Belgeleri” Sergisi ve Dünya Arşiv Yöneticileri Kongresi Açılışında Yaptıkları Konuşma,"""one hundred. Their Speeches at the Opening of the Exhibition and the World Congress of Archive Managers",PresSpeech1023.txt,https://www.tccb.gov.tr/konusmalar/353/29806/100-yilinda-dunya-savasinin-belgeleri-sergisi-ve-dunya-arsiv-yoneticileri-kongresi-acilisinda-yaptiklari-konusma
18.03.2015,Güven Çayyolu Sağlık Kampüsü ve “Göğüs Göğüse Kalp Kalbe Çanakkale Sergisi” Açılış Töreni'nde Yaptıkları Konuşma,"Guven Çayyolu Health Campus and their Speech at the Opening Ceremony of “Heart to Chest, Heart to Heart Çanakkale Exhibition”",PresSpeech1024.txt,https://www.tccb.gov.tr/konusmalar/353/29805/guven-cayyolu-saglik-kampusu-ve-gogus-goguse-kalp-kalbe-canakkale-sergisi-acilis-toreninde-yaptiklari-konusma
17.03.2015,Trans Anadolu Doğal Gaz Boru Hattı (TANAP) Temel Atma Töreni’nde Yaptıkları Konuşma,Speech at the Groundbreaking Ceremony of the Trans-Anatolian Natural Gas Pipeline (TANAP),PresSpeech1025.txt,https://www.tccb.gov.tr/konusmalar/353/29804/trans-anadolu-dogal-gaz-boru-hatti-tanap-temel-atma-toreninde-yaptiklari-konusma
17.03.2015,Haydar Aliyev Mesleki ve Teknik Anadolu Lisesi ile Toplu Açılış Töreni’nde Yaptıkları Konuşma,Speech of Haydar Aliyev Vocational and Technical Anatolian High School at the Collective Opening Ceremony,PresSpeech1026.txt,https://www.tccb.gov.tr/konusmalar/353/29803/haydar-aliyev-mesleki-ve-teknik-anadolu-lisesi-ile-toplu-acilis-toreninde-yaptiklari-konusma
16.03.2015,Devlet Övünç Madalyası Tevcih Töreni’nde Yaptıkları Konuşma,Speech at the State Medal of Honor Conversion Ceremony,PresSpeech1027.txt,https://www.tccb.gov.tr/konusmalar/353/29802/devlet-ovunc-madalyasi-tevcih-toreninde-yaptiklari-konusma
16.03.2015,Aselsan Gölbaşı Yerleşkesi Açılış Töreni’nde Yaptıkları Konuşma,Speech Delivered at the Opening Ceremony of Aselsan Gölbaşı Campus,PresSpeech1028.txt,https://www.tccb.gov.tr/konusmalar/353/29801/aselsan-golbasi-yerleskesi-acilis-toreninde-yaptiklari-konusma
15.03.2015,Balıkesir Toplu Açılış Töreninde Yaptıkları Konuşma,Speech at the Balikesir Mass Opening Ceremony,PresSpeech1029.txt,https://www.tccb.gov.tr/konusmalar/353/29800/balikesir-toplu-acilis-toreninde-yaptiklari-konusma
15.03.2015,Balıkesir Ekonomi Ödülleri 2015 Töreni ve STK Temsilcileri ile Kahvaltıda Yaptığı Konuşma,Balıkesir Economy Awards 2015 Ceremony and Breakfast Speech with NGO Representatives,PresSpeech1030.txt,https://www.tccb.gov.tr/konusmalar/353/29799/balikesir-ekonomi-odulleri-2015-toreni-ve-stk-temsilcileri-ile-kahvaltida-yaptigi-konusma
14.03.2015,Çanakkale Toplu Açılış Töreninde Yaptıkları Konuşma,Speech at the Çanakkale Collective Opening Ceremony,PresSpeech1031.txt,https://www.tccb.gov.tr/konusmalar/353/29798/canakkale-toplu-acilis-toreninde-yaptiklari-konusma
14.03.2015,14 Mart Romanlar Günü Toplantısında Yaptıkları Konuşma,Speech Delivered at the 14 March Roma Day Meeting,PresSpeech1032.txt,https://www.tccb.gov.tr/konusmalar/353/29797/14-mart-romanlar-gunu-toplantisinda-yaptiklari-konusma
14.03.2015,14 Mart Tıp Bayramı Dolayısıyla Çanakkale'de Düzenlenen Toplantıda Yaptıkları Konuşma,Speech Delivered at the Meeting Held in Çanakkale for 14 March Medicine Day,PresSpeech1033.txt,https://www.tccb.gov.tr/konusmalar/353/29795/14-mart-tip-bayrami-dolayisiyla-canakkalede-duzenlenen-toplantida-yaptiklari-konusma
13.03.2015,"""100. Yılında Çanakkale Ruhu ve Gençlik"" Adlı Özel Programda Yaptıkları Konuşma","Speech in the Special Program titled ""The Spirit of Çanakkale and Youth in its 100th Anniversary""",PresSpeech1034.txt,https://www.tccb.gov.tr/konusmalar/353/29794/100-yilinda-canakkale-ruhu-ve-genclik-adli-ozel-programda-yaptiklari-konusma
12.03.2015,Macaristan Cumhurbaşkanı Ader ile Ortak Basın Toplantısında Yaptıkları Konuşma,Speech at the Joint Press Conference with President of Hungary Ader,PresSpeech1035.txt,https://www.tccb.gov.tr/konusmalar/353/29793/macaristan-cumhurbaskani-ader-ile-ortak-basin-toplantisinda-yaptiklari-konusma
11.03.2015,Yükseköğretim Kurulu’nu Ziyaretinde Rektörlere Hitaben Yaptıkları Konuşma,Speech to Rectors during their Visit to the Council of Higher Education,PresSpeech1036.txt,https://www.tccb.gov.tr/konusmalar/353/29792/yuksekogretim-kurulunu-ziyaretinde-rektorlere-hitaben-yaptiklari-konusma
10.03.2015,Dördüncü Muhtarlar Toplantısı'nda Yaptıkları Konuşma,Speech Delivered at the Fourth Headmen's Meeting,PresSpeech1037.txt,https://www.tccb.gov.tr/konusmalar/353/29791/dorduncu-muhtarlar-toplantisinda-yaptiklari-konusma
08.03.2015,Dünya Kadınlar Günü Buluşması’nda Yaptıkları Konuşma,Speech Delivered at the International Women's Day Meeting,PresSpeech1038.txt,https://www.tccb.gov.tr/konusmalar/353/29790/dunya-kadinlar-gunu-bulusmasinda-yaptiklari-konusma
07.03.2015,Gaziantep Toplu Açılış ve Temel Atma Töreninde Yaptıkları Konuşma,Speech at the Gaziantep Collective Opening and Groundbreaking Ceremony,PresSpeech1039.txt,https://www.tccb.gov.tr/konusmalar/353/32700/gaziantep-toplu-acilis-ve-temel-atma-toreninde-yaptiklari-konusma
07.03.2015,Gaziantep Üniversitesi İlahiyat Fakültesi'nin Açılışında Yaptıkları Konuşma,Speech Delivered at the Opening of Gaziantep University Faculty of Theology,PresSpeech1040.txt,https://www.tccb.gov.tr/konusmalar/353/29789/gaziantep-universitesi-ilahiyat-fakultesinin-acilisinda-yaptiklari-konusma
07.03.2015,Gaziantep STK Temsilcilerinin Katıldığı Yemekte Yaptıkları Konuşma,Speech by Gaziantep NGO Representatives at the Dinner,PresSpeech1041.txt,https://www.tccb.gov.tr/konusmalar/353/29788/gaziantep-stk-temsilcilerinin-katildigi-yemekte-yaptiklari-konusma
06.03.2015,Türk Metal Sendikası Kadın İşçiler 20. Büyük Kurultayı’nda Yaptıkları Konuşma,Speech of the Turkish Metal Union at the 20th Great Congress of Women Workers,PresSpeech1042.txt,https://www.tccb.gov.tr/konusmalar/353/29595/turk-metal-sendikasi-kadin-isciler-20-buyuk-kurultayinda-yaptiklari-konusma
04.03.2015,"Zümrüdüanka ""Yeşilay Enleri"" 2015 Ödül Töreninde Yaptıkları Konuşma","Zümrüdüanka's Speech at the ""Green Crescent"" 2015 Award Ceremony",PresSpeech1043.txt,https://www.tccb.gov.tr/konusmalar/353/29594/zumruduanka-yesilay-enleri-2015-odul-toreninde-yaptiklari-konusma
04.03.2015,“Kelam’dan Kalem’e Büyük Buluşma” Sergisi'nin Açılışında Yaptıkları Konuşma,Speech at the Opening of the “Great Meeting from Kalam to Pen” Exhibition,PresSpeech1044.txt,https://www.tccb.gov.tr/konusmalar/353/29593/kelamdan-kaleme-buyuk-bulusma-sergisinin-acilisinda-yaptiklari-konusma
03.03.2015,Türkmenistan Devlet Başkanı Gurbangulu Berdimuhamedov ile Ortak Basın Toplantısı’nda Yaptığı Konuşma,Speech at the Joint Press Conference with President of Turkmenistan Gurbangulu Berdimuhamedov,PresSpeech1045.txt,https://www.tccb.gov.tr/konusmalar/353/29809/turkmenistan-devlet-baskani-gurbangulu-berdimuhamedov-ile-ortak-basin-toplantisinda-yaptigi-konusma
28.02.2015,'28 Şubat'lar Bin Yıl Sürmez' Programında Yaptıkları Konuşma,Speech on 'February 28 Doesn't Take a Thousand Years',PresSpeech1046.txt,https://www.tccb.gov.tr/konusmalar/353/29592/28-subatlar-bin-yil-surmez-programinda-yaptiklari-konusma
27.02.2015,Valiler Toplantısı Münasebetiyle Verilen Yemekte Yaptıkları Konuşma,Speech Given at the Dinner on the Occasion of the Governors Meeting,PresSpeech1047.txt,https://www.tccb.gov.tr/konusmalar/353/29591/valiler-toplantisi-munasebetiyle-verilen-yemekte-yaptiklari-konusma
25.02.2015,TESKOMB Heyetini Kabulünde Yaptkları Konuşma,Speech at the Acceptance of the TESKOMB Delegation,PresSpeech1048.txt,https://www.tccb.gov.tr/konusmalar/353/2999/teskomb-heyetini-kabulunde-yaptklari-konusma
25.02.2015,TÜRGEV Yurtları Toplu Açılış Töreni'nde Yaptıkları Konuşma,Speech at the Opening Ceremony of TÜRGEV ​​Dormitories,PresSpeech1049.txt,https://www.tccb.gov.tr/konusmalar/353/2998/turgev-yurtlari-toplu-acilis-toreninde-yaptiklari-konusma
24.02.2015,Üçüncü Muhtarlar Toplantısı'nda Yaptıkları Konuşma,Speech Delivered at the Third Headmen's Meeting,PresSpeech1050.txt,https://www.tccb.gov.tr/konusmalar/353/2997/ucuncu-muhtarlar-toplantisinda-yaptiklari-konusma
23.02.2015,Geçici Köy Korucularından Oluşan Heyeti Kabul,Accepting the Delegation of Temporary Village Guards,PresSpeech1051.txt,https://www.tccb.gov.tr/konusmalar/353/2996/gecici-koy-korucularindan-olusan-heyeti-kabul
21.02.2015,Malatya’da Toplu Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Mass Opening Ceremony in Malatya,PresSpeech1052.txt,https://www.tccb.gov.tr/konusmalar/353/2995/malatyada-toplu-acilis-toreninde-yaptiklari-konusma
